sample_id	layer	sample_mean	sample_sd	sample_missing_percent	subtype
TCGA-18-4721-01	mRNA	2924.33195016	7083.093513243866	0	LUSC
TCGA-18-5592-01	mRNA	3231.3965492	8241.280015663362	0	LUSC
TCGA-21-5782-01	mRNA	3989.61834178	11460.998388790465	0	LUSC
TCGA-21-5784-01	mRNA	3827.44166086	10555.072883814382	0	LUSC
TCGA-21-5786-01	mRNA	3480.8378592	11641.813483098236	0	LUSC
TCGA-21-5787-01	mRNA	3492.51627916	13555.898340524931	0	LUSC
TCGA-22-4605-01	mRNA	3367.0192926	7425.623559748921	0	LUSC
TCGA-22-4609-01	mRNA	3304.55163364	9179.808795306128	0	LUSC
TCGA-22-5471-01	mRNA	3259.82187072	7983.63686899228	0	LUSC
TCGA-22-5472-01	mRNA	2930.9002055	6196.664766593546	0	LUSC
TCGA-22-5473-01	mRNA	3512.68346978	9883.89712354379	0	LUSC
TCGA-22-5474-01	mRNA	3156.50939146	8016.987265829403	0	LUSC
TCGA-22-5477-01	mRNA	3083.05647766	6980.7376656329025	0	LUSC
TCGA-22-5478-01	mRNA	3006.41822064	6252.330522841821	0	LUSC
TCGA-22-5479-01	mRNA	3348.17673946	8849.309409643312	0	LUSC
TCGA-22-5480-01	mRNA	3177.66968232	7648.323508265608	0	LUSC
TCGA-22-5482-01	mRNA	3608.03488482	10295.734298483441	0	LUSC
TCGA-22-5483-01	mRNA	3111.9352222	7210.740748936019	0	LUSC
TCGA-22-5485-01	mRNA	3311.9973793	8095.549636065501	0	LUSC
TCGA-22-5489-01	mRNA	3447.42516796	13201.091408870585	0	LUSC
TCGA-22-5491-01	mRNA	3363.04672696	7866.219578490202	0	LUSC
TCGA-22-5492-01	mRNA	2858.83042504	9202.472764891896	0	LUSC
TCGA-22-A5C4-01	mRNA	2821.2546278	5362.170685797203	0	LUSC
TCGA-33-4566-01	mRNA	3220.76598268	10050.28889374966	0	LUSC
TCGA-33-4582-01	mRNA	3136.87253804	7957.732696795286	0	LUSC
TCGA-33-4586-01	mRNA	3313.56643482	7936.97850950434	0	LUSC
TCGA-33-4589-01	mRNA	4901.64394728	18526.536714337086	0	LUSC
TCGA-33-6738-01	mRNA	3368.42957778	8997.335773947338	0	LUSC
TCGA-33-A4WN-01	mRNA	3161.564076	7215.261382183823	0	LUSC
TCGA-33-A5GW-01	mRNA	3496.05949918	10059.58082401842	0	LUSC
