model_label	FPR	TPR
Early fusion + Elastic Net	0.0031645569620253333	0.5298804780876494
Early fusion + Elastic Net	0.0031645569620253333	0.5338645418326693
Early fusion + Elastic Net	0.0031645569620253333	0.5378486055776892
Early fusion + Elastic Net	0.0031645569620253333	0.5418326693227091
Early fusion + Elastic Net	0.0031645569620253333	0.545816733067729
Early fusion + Elastic Net	0.0031645569620253333	0.549800796812749
Early fusion + Elastic Net	0.0031645569620253333	0.5537848605577689
Early fusion + Elastic Net	0.0031645569620253333	0.5577689243027888
Early fusion + Elastic Net	0.0031645569620253333	0.5617529880478087
Early fusion + Elastic Net	0.0031645569620253333	0.5657370517928287
Early fusion + Elastic Net	0.0031645569620253333	0.5697211155378487
Early fusion + Elastic Net	0.0031645569620253333	0.5737051792828686
Early fusion + Elastic Net	0.0031645569620253333	0.5776892430278885
Early fusion + Elastic Net	0.0031645569620253333	0.5816733067729084
Early fusion + Elastic Net	0.0031645569620253333	0.5856573705179283
Early fusion + Elastic Net	0.0031645569620253333	0.5896414342629482
Early fusion + Elastic Net	0.0031645569620253333	0.5936254980079682
Early fusion + Elastic Net	0.0031645569620253333	0.5976095617529881
Early fusion + Elastic Net	0.0031645569620253333	0.601593625498008
Early fusion + Elastic Net	0.0031645569620253333	0.6055776892430279
Early fusion + Elastic Net	0.0031645569620253333	0.6095617529880478
Early fusion + Elastic Net	0.0031645569620253333	0.6135458167330677
Early fusion + Elastic Net	0.0031645569620253333	0.6175298804780877
Early fusion + Elastic Net	0.0031645569620253333	0.6215139442231076
Early fusion + Elastic Net	0.0031645569620253333	0.6254980079681275
Early fusion + Elastic Net	0.0031645569620253333	0.6294820717131474
Early fusion + Elastic Net	0.0031645569620253333	0.6334661354581673
Early fusion + Elastic Net	0.0031645569620253333	0.6374501992031872
Early fusion + Elastic Net	0.0031645569620253333	0.6414342629482072
Early fusion + Elastic Net	0.0031645569620253333	0.6454183266932271
Early fusion + Elastic Net	0.0031645569620253333	0.649402390438247
Early fusion + Elastic Net	0.0031645569620253333	0.6533864541832669
Early fusion + Elastic Net	0.0031645569620253333	0.6573705179282868
Early fusion + Elastic Net	0.0031645569620253333	0.6613545816733067
Early fusion + Elastic Net	0.0031645569620253333	0.6653386454183267
