layer	model	FPR	TPR
mRNA	Elastic Net	0.120253164556962	0.9840637450199203
mRNA	Elastic Net	0.12341772151898733	0.9840637450199203
mRNA	Elastic Net	0.12658227848101267	0.9840637450199203
mRNA	Elastic Net	0.129746835443038	0.9840637450199203
mRNA	Elastic Net	0.13291139240506333	0.9840637450199203
mRNA	Elastic Net	0.13607594936708856	0.9840637450199203
mRNA	Elastic Net	0.1392405063291139	0.9840637450199203
mRNA	Elastic Net	0.14240506329113922	0.9840637450199203
mRNA	Elastic Net	0.14556962025316456	0.9840637450199203
mRNA	Elastic Net	0.1487341772151899	0.9840637450199203
mRNA	Elastic Net	0.15189873417721522	0.9840637450199203
mRNA	Elastic Net	0.15506329113924056	0.9840637450199203
mRNA	Elastic Net	0.15822784810126578	0.9840637450199203
mRNA	Elastic Net	0.1613924050632911	0.9840637450199203
mRNA	Elastic Net	0.16455696202531644	0.9840637450199203
mRNA	Elastic Net	0.16772151898734178	0.9840637450199203
mRNA	Elastic Net	0.1708860759493671	0.9840637450199203
mRNA	Elastic Net	0.17405063291139244	0.9840637450199203
mRNA	Elastic Net	0.17721518987341767	0.9840637450199203
mRNA	Elastic Net	0.180379746835443	0.9840637450199203
mRNA	Elastic Net	0.18354430379746833	0.9840637450199203
mRNA	Elastic Net	0.18670886075949367	0.9840637450199203
mRNA	Elastic Net	0.189873417721519	0.9840637450199203
mRNA	Elastic Net	0.19303797468354433	0.9840637450199203
mRNA	Elastic Net	0.19620253164556967	0.9840637450199203
mRNA	Elastic Net	0.1993670886075949	0.9840637450199203
mRNA	Elastic Net	0.20253164556962022	0.9840637450199203
mRNA	Elastic Net	0.20569620253164556	0.9840637450199203
mRNA	Elastic Net	0.2088607594936709	0.9840637450199203
mRNA	Elastic Net	0.21202531645569622	0.9840637450199203
mRNA	Elastic Net	0.21518987341772156	0.9840637450199203
mRNA	Elastic Net	0.2183544303797469	0.9840637450199203
mRNA	Elastic Net	0.2215189873417721	0.9840637450199203
mRNA	Elastic Net	0.2215189873417721	0.9880478087649402
mRNA	Elastic Net	0.22468354430379744	0.9880478087649402
mRNA	Elastic Net	0.22784810126582278	0.9880478087649402
mRNA	Elastic Net	0.2310126582278481	0.9880478087649402
mRNA	Elastic Net	0.23417721518987344	0.9880478087649402
mRNA	Elastic Net	0.23417721518987344	0.9920318725099602
mRNA	Elastic Net	0.23734177215189878	0.9920318725099602
mRNA	Elastic Net	0.240506329113924	0.9920318725099602
mRNA	Elastic Net	0.24367088607594933	0.9920318725099602
mRNA	Elastic Net	0.24683544303797467	0.9920318725099602
mRNA	Elastic Net	0.25	0.9920318725099602
mRNA	Elastic Net	0.25316455696202533	0.9920318725099602
mRNA	Elastic Net	0.25632911392405067	0.9920318725099602
mRNA	Elastic Net	0.259493670886076	0.9920318725099602
mRNA	Elastic Net	0.259493670886076	0.9960159362549801
mRNA	Elastic Net	0.2626582278481012	0.9960159362549801
mRNA	Elastic Net	0.26582278481012656	0.9960159362549801
mRNA	Elastic Net	0.2689873417721519	0.9960159362549801
mRNA	Elastic Net	0.2721518987341772	0.9960159362549801
mRNA	Elastic Net	0.27531645569620256	0.9960159362549801
mRNA	Elastic Net	0.2784810126582279	0.9960159362549801
mRNA	Elastic Net	0.2816455696202531	0.9960159362549801
mRNA	Elastic Net	0.28481012658227844	0.9960159362549801
mRNA	Elastic Net	0.2879746835443038	0.9960159362549801
mRNA	Elastic Net	0.2911392405063291	0.9960159362549801
mRNA	Elastic Net	0.29430379746835444	0.9960159362549801
mRNA	Elastic Net	0.2974683544303798	0.9960159362549801
mRNA	Elastic Net	0.3006329113924051	0.9960159362549801
mRNA	Elastic Net	0.30379746835443033	0.9960159362549801
mRNA	Elastic Net	0.30696202531645567	0.9960159362549801
mRNA	Elastic Net	0.310126582278481	0.9960159362549801
mRNA	Elastic Net	0.310126582278481	1
mRNA	Elastic Net	0.31329113924050633	1
mRNA	Elastic Net	0.31645569620253167	1
mRNA	Elastic Net	0.319620253164557	1
mRNA	Elastic Net	0.32278481012658233	1
mRNA	Elastic Net	0.32594936708860756	1
mRNA	Elastic Net	0.3291139240506329	1
mRNA	Elastic Net	0.3322784810126582	1
mRNA	Elastic Net	0.33544303797468356	1
mRNA	Elastic Net	0.3386075949367089	1
mRNA	Elastic Net	0.3417721518987342	1
mRNA	Elastic Net	0.34493670886075944	1
mRNA	Elastic Net	0.3481012658227848	1
mRNA	Elastic Net	0.3512658227848101	1
mRNA	Elastic Net	0.35443037974683544	1
mRNA	Elastic Net	0.3575949367088608	1
mRNA	Elastic Net	0.3607594936708861	1
mRNA	Elastic Net	0.36392405063291144	1
mRNA	Elastic Net	0.36708860759493667	1
mRNA	Elastic Net	0.370253164556962	1
mRNA	Elastic Net	0.37341772151898733	1
mRNA	Elastic Net	0.37658227848101267	1
mRNA	Elastic Net	0.379746835443038	1
mRNA	Elastic Net	0.38291139240506333	1
mRNA	Elastic Net	0.38607594936708856	1
mRNA	Elastic Net	0.3892405063291139	1
mRNA	Elastic Net	0.3924050632911392	1
mRNA	Elastic Net	0.39556962025316456	1
mRNA	Elastic Net	0.3987341772151899	1
mRNA	Elastic Net	0.4018987341772152	1
mRNA	Elastic Net	0.40506329113924056	1
mRNA	Elastic Net	0.4082278481012658	1
mRNA	Elastic Net	0.4113924050632911	1
mRNA	Elastic Net	0.41455696202531644	1
mRNA	Elastic Net	0.4177215189873418	1
mRNA	Elastic Net	0.4208860759493671	1
mRNA	Elastic Net	0.42405063291139244	1
mRNA	Elastic Net	0.42721518987341767	1
mRNA	Elastic Net	0.430379746835443	1
mRNA	Elastic Net	0.43354430379746833	1
mRNA	Elastic Net	0.43670886075949367	1
mRNA	Elastic Net	0.439873417721519	1
mRNA	Elastic Net	0.44303797468354433	1
mRNA	Elastic Net	0.44620253164556967	1
mRNA	Elastic Net	0.4493670886075949	1
mRNA	Elastic Net	0.4525316455696202	1
mRNA	Elastic Net	0.45569620253164556	1
mRNA	Elastic Net	0.4588607594936709	1
mRNA	Elastic Net	0.4620253164556962	1
mRNA	Elastic Net	0.46518987341772156	1
