layer	value
DNA methylation	0.101261
DNA methylation	0.953758
DNA methylation	0.0729745
DNA methylation	0.633042
DNA methylation	0.860096
DNA methylation	0.134
DNA methylation	0.728318
DNA methylation	0.92236
DNA methylation	0.432364
DNA methylation	0.488382
DNA methylation	0.807432
DNA methylation	0.394257
DNA methylation	0.0552449
DNA methylation	0.901101
DNA methylation	0.844727
DNA methylation	0.313551
DNA methylation	0.875437
DNA methylation	0.502363
DNA methylation	0.0469476
DNA methylation	0.673247
DNA methylation	0.508337
DNA methylation	0.726864
DNA methylation	0.91728
DNA methylation	0.0412282
DNA methylation	0.0803136
DNA methylation	0.989453
DNA methylation	0.198732
DNA methylation	0.029341
DNA methylation	0.057174
DNA methylation	0.0736173
DNA methylation	0.770679
DNA methylation	0.0208263
DNA methylation	0.0938027
DNA methylation	0.0077697
DNA methylation	0.453429
DNA methylation	0.904992
DNA methylation	0.85498
DNA methylation	0.147757
DNA methylation	0.557003
DNA methylation	0.0345438
DNA methylation	0.189142
DNA methylation	0.310771
DNA methylation	0.0790048
DNA methylation	0.69533
DNA methylation	0.10571
DNA methylation	0.817516
DNA methylation	0.19079
DNA methylation	0.763816
DNA methylation	0.652747
DNA methylation	0.471357
DNA methylation	0.0558447
DNA methylation	0.506954
DNA methylation	0.79674
DNA methylation	0.570572
DNA methylation	0.0816677
DNA methylation	0.0883058
DNA methylation	0.549461
DNA methylation	0.912895
DNA methylation	0.58552
DNA methylation	0.893203
DNA methylation	0.408136
DNA methylation	0.702284
DNA methylation	0.0405426
DNA methylation	0.0950959
DNA methylation	0.680808
DNA methylation	0.0989233
DNA methylation	0.819963
DNA methylation	0.0756155
DNA methylation	0.621381
DNA methylation	0.731568
DNA methylation	0.0270554
DNA methylation	0.780927
DNA methylation	0.540338
DNA methylation	0.141946
DNA methylation	0.671473
DNA methylation	0.623819
DNA methylation	0.890133
DNA methylation	0.716858
DNA methylation	0.503192
DNA methylation	0.668617
DNA methylation	0.565042
DNA methylation	0.0383242
DNA methylation	0.648429
DNA methylation	0.919467
DNA methylation	0.945236
DNA methylation	0.0729147
DNA methylation	0.237764
DNA methylation	0.763737
DNA methylation	0.808497
DNA methylation	0.138738
DNA methylation	0.114463
DNA methylation	0.752075
DNA methylation	0.675535
DNA methylation	0.0125696
DNA methylation	0.0274101
DNA methylation	0.319406
DNA methylation	0.0202254
DNA methylation	0.130789
DNA methylation	0.169551
DNA methylation	0.675952
DNA methylation	0.014782
DNA methylation	0.422464
DNA methylation	0.0514325
DNA methylation	0.304207
DNA methylation	0.232907
DNA methylation	0.837532
DNA methylation	0.0842826
DNA methylation	0.0406227
DNA methylation	0.768697
DNA methylation	0.282722
DNA methylation	0.928301
DNA methylation	0.571408
DNA methylation	0.654561
DNA methylation	0.373406
DNA methylation	0.879691
DNA methylation	0.0271757
DNA methylation	0.460056
DNA methylation	0.104198
DNA methylation	0.171525
DNA methylation	0.896924
DNA methylation	0.0450382
DNA methylation	0.605307
DNA methylation	0.442531
DNA methylation	0.915553
DNA methylation	0.0536255
DNA methylation	0.854154
DNA methylation	0.441599
DNA methylation	0.101653
DNA methylation	0.0822723
DNA methylation	0.612463
DNA methylation	0.739832
DNA methylation	0.0803915
DNA methylation	0.923237
DNA methylation	0.847693
DNA methylation	0.563304
DNA methylation	0.802391
DNA methylation	0.11467
DNA methylation	0.163104
DNA methylation	0.539406
DNA methylation	0.804694
DNA methylation	0.34816
DNA methylation	0.230818
DNA methylation	0.863766
DNA methylation	0.874681
DNA methylation	0.0415544
DNA methylation	0.193078
DNA methylation	0.0250035
DNA methylation	0.9324
DNA methylation	0.185326
DNA methylation	0.017135
DNA methylation	0.663646
DNA methylation	0.429546
DNA methylation	0.815991
DNA methylation	0.481477
DNA methylation	0.0294653
DNA methylation	0.204512
DNA methylation	0.034639
DNA methylation	0.156095
DNA methylation	0.793401
DNA methylation	0.579898
DNA methylation	0.0482602
DNA methylation	0.594929
DNA methylation	0.215413
DNA methylation	0.798633
DNA methylation	0.880267
DNA methylation	0.728571
DNA methylation	0.859697
DNA methylation	0.0248967
DNA methylation	0.758449
DNA methylation	0.0128434
DNA methylation	0.739661
DNA methylation	0.284243
DNA methylation	0.600285
DNA methylation	0.928008
DNA methylation	0.0928683
DNA methylation	0.0553019
DNA methylation	0.0835663
DNA methylation	0.838653
DNA methylation	0.0609742
DNA methylation	0.0705688
DNA methylation	0.522163
DNA methylation	0.0531441
DNA methylation	0.676926
DNA methylation	0.826194
DNA methylation	0.0314537
DNA methylation	0.0399392
DNA methylation	0.461971
DNA methylation	0.0946337
DNA methylation	0.363406
DNA methylation	0.0660089
DNA methylation	0.0528437
DNA methylation	0.0293764
DNA methylation	0.983862
DNA methylation	0.072273
DNA methylation	0.684092
DNA methylation	0.630008
DNA methylation	0.0241445
DNA methylation	0.0927221
DNA methylation	0.030571
DNA methylation	0.945154
DNA methylation	0.619911
DNA methylation	0.770917
DNA methylation	0.0575418
DNA methylation	0.599281
DNA methylation	0.900938
DNA methylation	0.875054
DNA methylation	0.351158
DNA methylation	0.252683
DNA methylation	0.789907
DNA methylation	0.418098
DNA methylation	0.280777
DNA methylation	0.258369
DNA methylation	0.159766
DNA methylation	0.496634
DNA methylation	0.0164748
DNA methylation	0.728737
DNA methylation	0.0677988
DNA methylation	0.0594467
DNA methylation	0.266996
DNA methylation	0.62506
DNA methylation	0.0315678
DNA methylation	0.927848
DNA methylation	0.0230544
DNA methylation	0.0160953
DNA methylation	0.0339936
DNA methylation	0.880659
DNA methylation	0.771562
DNA methylation	0.876994
DNA methylation	0.590368
DNA methylation	0.0724615
DNA methylation	0.455397
DNA methylation	0.570239
DNA methylation	0.227357
DNA methylation	0.130276
DNA methylation	0.740614
DNA methylation	0.867227
DNA methylation	0.29769
DNA methylation	0.0318197
DNA methylation	0.178416
DNA methylation	0.690229
DNA methylation	0.294952
DNA methylation	0.773645
DNA methylation	0.104493
DNA methylation	0.0813701
DNA methylation	0.948006
DNA methylation	0.234664
DNA methylation	0.392432
DNA methylation	0.00590059
DNA methylation	0.922109
DNA methylation	0.0327947
DNA methylation	0.302639
DNA methylation	0.277932
DNA methylation	0.927723
DNA methylation	0.0767924
DNA methylation	0.712275
DNA methylation	0.0842836
DNA methylation	0.0620974
DNA methylation	0.551441
DNA methylation	0.0261562
DNA methylation	0.0145898
DNA methylation	0.358415
DNA methylation	0.82473
DNA methylation	0.765382
DNA methylation	0.931947
DNA methylation	0.050024
DNA methylation	0.880492
DNA methylation	0.338182
DNA methylation	0.768931
DNA methylation	0.0251954
DNA methylation	0.811938
DNA methylation	0.434657
DNA methylation	0.932474
DNA methylation	0.382704
DNA methylation	0.0115352
DNA methylation	0.661666
DNA methylation	0.701295
DNA methylation	0.450908
DNA methylation	0.880781
DNA methylation	0.0813918
DNA methylation	0.895932
DNA methylation	0.942968
DNA methylation	0.878375
DNA methylation	0.0258794
DNA methylation	0.245561
DNA methylation	0.947881
DNA methylation	0.0429789
DNA methylation	0.535807
DNA methylation	0.0793726
DNA methylation	0.943496
DNA methylation	0.826133
DNA methylation	0.0463218
DNA methylation	0.104675
DNA methylation	0.039307
DNA methylation	0.0138446
DNA methylation	0.0603635
DNA methylation	0.141176
DNA methylation	0.131564
DNA methylation	0.0198244
DNA methylation	0.712553
DNA methylation	0.0340946
DNA methylation	0.77839
DNA methylation	0.0905169
DNA methylation	0.892489
DNA methylation	0.810481
DNA methylation	0.758707
DNA methylation	0.886817
DNA methylation	0.863193
DNA methylation	0.969339
DNA methylation	0.93132
DNA methylation	0.14994
DNA methylation	0.227475
DNA methylation	0.776442
DNA methylation	0.846937
DNA methylation	0.531326
DNA methylation	0.758579
DNA methylation	0.469455
DNA methylation	0.596827
DNA methylation	0.764963
DNA methylation	0.842144
DNA methylation	0.868298
DNA methylation	0.192049
DNA methylation	0.972919
DNA methylation	0.512537
DNA methylation	0.913582
DNA methylation	0.04724
DNA methylation	0.0585255
DNA methylation	0.891927
DNA methylation	0.33853
DNA methylation	0.0142974
DNA methylation	0.0165442
DNA methylation	0.865343
DNA methylation	0.0336619
DNA methylation	0.0692713
DNA methylation	0.899848
DNA methylation	0.0205209
DNA methylation	0.618835
DNA methylation	0.821694
DNA methylation	0.654321
DNA methylation	0.683346
DNA methylation	0.953006
DNA methylation	0.512305
DNA methylation	0.0343021
DNA methylation	0.877751
DNA methylation	0.0742821
DNA methylation	0.983664
DNA methylation	0.683737
DNA methylation	0.0835791
DNA methylation	0.443174
DNA methylation	0.141713
DNA methylation	0.13289
DNA methylation	0.639825
DNA methylation	0.0849461
DNA methylation	0.01157
DNA methylation	0.523303
DNA methylation	0.19943
DNA methylation	0.144836
DNA methylation	0.044738
DNA methylation	0.643313
DNA methylation	0.029324
DNA methylation	0.972773
DNA methylation	0.945499
DNA methylation	0.967512
DNA methylation	0.786086
DNA methylation	0.936902
DNA methylation	0.608836
DNA methylation	0.703381
DNA methylation	0.0178025
DNA methylation	0.110744
DNA methylation	0.0887204
DNA methylation	0.0957182
DNA methylation	0.78022
DNA methylation	0.0560811
DNA methylation	0.0488391
DNA methylation	0.0722553
DNA methylation	0.045411
DNA methylation	0.0690284
DNA methylation	0.056708
DNA methylation	0.329182
DNA methylation	0.955964
DNA methylation	0.727956
DNA methylation	0.289534
DNA methylation	0.592197
DNA methylation	0.0141504
DNA methylation	0.899576
DNA methylation	0.403947
DNA methylation	0.0870073
DNA methylation	0.382522
DNA methylation	0.371886
DNA methylation	0.70850900000000006
DNA methylation	0.718367
DNA methylation	0.299057
DNA methylation	0.934275
DNA methylation	0.682331
DNA methylation	0.721678
DNA methylation	0.0593785
DNA methylation	0.0156638
DNA methylation	0.943783
DNA methylation	0.0115121
DNA methylation	0.0542223
DNA methylation	0.366358
DNA methylation	0.0379743
DNA methylation	0.029081
DNA methylation	0.623199
DNA methylation	0.359093
DNA methylation	0.0578599
DNA methylation	0.0167534
DNA methylation	0.581548
DNA methylation	0.106537
DNA methylation	0.862224
DNA methylation	0.0789548
DNA methylation	0.946154
DNA methylation	0.866501
DNA methylation	0.0584466
DNA methylation	0.824835
DNA methylation	0.533745
DNA methylation	0.821701
DNA methylation	0.890173
DNA methylation	0.380642
DNA methylation	0.541482
DNA methylation	0.715081
DNA methylation	0.817007
DNA methylation	0.0412313
DNA methylation	0.0147356
DNA methylation	0.0309592
DNA methylation	0.725695
DNA methylation	0.0327058
DNA methylation	0.282979
DNA methylation	0.893867
DNA methylation	0.622734
DNA methylation	0.562041
DNA methylation	0.0564428
DNA methylation	0.0759104
DNA methylation	0.356235
DNA methylation	0.643953
DNA methylation	0.127186
DNA methylation	0.906015
DNA methylation	0.732307
DNA methylation	0.0757336
DNA methylation	0.0305034
DNA methylation	0.903675
DNA methylation	0.367975
DNA methylation	0.929324
DNA methylation	0.343423
DNA methylation	0.9268
DNA methylation	0.794833
DNA methylation	0.931429
DNA methylation	0.107778
DNA methylation	0.982233
DNA methylation	0.116508
DNA methylation	0.103283
DNA methylation	0.630266
DNA methylation	0.0241117
DNA methylation	0.0327728
DNA methylation	0.857798
DNA methylation	0.855178
DNA methylation	0.557706
DNA methylation	0.493819
DNA methylation	0.0374563
DNA methylation	0.0343777
DNA methylation	0.797106
DNA methylation	0.53418
DNA methylation	0.0654083
DNA methylation	0.797741
DNA methylation	0.776044
DNA methylation	0.6427
DNA methylation	0.517797
DNA methylation	0.651884
DNA methylation	0.846394
DNA methylation	0.0872372
DNA methylation	0.692312
DNA methylation	0.742124
DNA methylation	0.0557581
DNA methylation	0.897588
DNA methylation	0.929569
DNA methylation	0.0712577
DNA methylation	0.0858883
DNA methylation	0.0538352
DNA methylation	0.701978
DNA methylation	0.839606
DNA methylation	0.74758
DNA methylation	0.904606
DNA methylation	0.463078
DNA methylation	0.061416
DNA methylation	0.0203035
DNA methylation	0.0218003
DNA methylation	0.649323
DNA methylation	0.80107
DNA methylation	0.089888
DNA methylation	0.053231
DNA methylation	0.265107
DNA methylation	0.762802
DNA methylation	0.0863973
DNA methylation	0.126835
DNA methylation	0.650455
DNA methylation	0.138547
DNA methylation	0.406946
DNA methylation	0.0159915
DNA methylation	0.970422
DNA methylation	0.10712
DNA methylation	0.0442162
DNA methylation	0.393154
DNA methylation	0.601933
DNA methylation	0.952889
DNA methylation	0.383513
DNA methylation	0.211824
DNA methylation	0.0600529
DNA methylation	0.989885
DNA methylation	0.10458
DNA methylation	0.794646
DNA methylation	0.0252462
DNA methylation	0.240881
DNA methylation	0.0189684
DNA methylation	0.163654
DNA methylation	0.941369
DNA methylation	0.840885
DNA methylation	0.972455
DNA methylation	0.76995
DNA methylation	0.838763
DNA methylation	0.0202184
DNA methylation	0.659786
DNA methylation	0.595001
DNA methylation	0.0338598
DNA methylation	0.498959
DNA methylation	0.943378
DNA methylation	0.981001
DNA methylation	0.0410576
DNA methylation	0.0261806
DNA methylation	0.174345
DNA methylation	0.363278
DNA methylation	0.399562
DNA methylation	0.241502
DNA methylation	0.249238
DNA methylation	0.586045
DNA methylation	0.0236544
DNA methylation	0.143405
DNA methylation	0.218606
DNA methylation	0.00816381
DNA methylation	0.422872
DNA methylation	0.97876
DNA methylation	0.121758
DNA methylation	0.0317884
DNA methylation	0.0364364
DNA methylation	0.114116
DNA methylation	0.936328
DNA methylation	0.21241
DNA methylation	0.0631571
DNA methylation	0.122842
DNA methylation	0.898818
DNA methylation	0.926332
DNA methylation	0.835272
DNA methylation	0.0155386
DNA methylation	0.97889
DNA methylation	0.817417
DNA methylation	0.578086
DNA methylation	0.0401857
DNA methylation	0.879857
DNA methylation	0.68389
DNA methylation	0.118972
DNA methylation	0.865964
DNA methylation	0.890433
DNA methylation	0.630232
DNA methylation	0.824832
DNA methylation	0.452604
DNA methylation	0.455685
DNA methylation	0.910077
DNA methylation	0.775445
DNA methylation	0.944902
DNA methylation	0.677637
DNA methylation	0.238553
DNA methylation	0.0270808
DNA methylation	0.233237
DNA methylation	0.0388879
DNA methylation	0.8435
DNA methylation	0.88812
DNA methylation	0.146478
DNA methylation	0.0609144
DNA methylation	0.872727
DNA methylation	0.884867
DNA methylation	0.112721
DNA methylation	0.89858
DNA methylation	0.00810556
DNA methylation	0.829236
DNA methylation	0.497247
DNA methylation	0.696008
DNA methylation	0.244794
DNA methylation	0.0210469
DNA methylation	0.058448
DNA methylation	0.741864
DNA methylation	0.0116043
DNA methylation	0.0961873
DNA methylation	0.0157572
DNA methylation	0.758884
DNA methylation	0.046096
DNA methylation	0.400901
DNA methylation	0.829839
DNA methylation	0.0131123
DNA methylation	0.707429
DNA methylation	0.813834
DNA methylation	0.232318
DNA methylation	0.666407
DNA methylation	0.0698981
DNA methylation	0.246112
DNA methylation	0.931692
DNA methylation	0.259171
DNA methylation	0.192632
DNA methylation	0.983755
DNA methylation	0.0952201
DNA methylation	0.0531284
DNA methylation	0.509208
DNA methylation	0.0143615
DNA methylation	0.0725174
DNA methylation	0.837353
DNA methylation	0.849856
DNA methylation	0.505254
DNA methylation	0.52986
DNA methylation	0.078015
DNA methylation	0.103602
DNA methylation	0.0206976
DNA methylation	0.496194
DNA methylation	0.333186
DNA methylation	0.834886
DNA methylation	0.173225
DNA methylation	0.020283
DNA methylation	0.854724
DNA methylation	0.10912
DNA methylation	0.249383
DNA methylation	0.0719429
DNA methylation	0.303206
DNA methylation	0.164382
DNA methylation	0.908719
DNA methylation	0.124742
DNA methylation	0.0399188
DNA methylation	0.487381
DNA methylation	0.492044
DNA methylation	0.407591
DNA methylation	0.040071
DNA methylation	0.041344
DNA methylation	0.0274357
DNA methylation	0.915441
DNA methylation	0.114811
DNA methylation	0.827822
DNA methylation	0.0755076
DNA methylation	0.899407
DNA methylation	0.781872
DNA methylation	0.5994
DNA methylation	0.677378
DNA methylation	0.888111
DNA methylation	0.0404887
DNA methylation	0.799867
DNA methylation	0.0394867
DNA methylation	0.641814
DNA methylation	0.0731217
DNA methylation	0.912672
DNA methylation	0.462912
DNA methylation	0.32653
DNA methylation	0.0237618
DNA methylation	0.431895
DNA methylation	0.0448247
DNA methylation	0.417043
DNA methylation	0.245276
DNA methylation	0.0303358
DNA methylation	0.834928
DNA methylation	0.251153
DNA methylation	0.751398
DNA methylation	0.587369
DNA methylation	0.0188496
DNA methylation	0.0828134
DNA methylation	0.0457719
DNA methylation	0.662126
DNA methylation	0.121931
DNA methylation	0.0539298
DNA methylation	0.208839
DNA methylation	0.126898
DNA methylation	0.0266166
DNA methylation	0.0765468
DNA methylation	0.974363
DNA methylation	0.0520019
DNA methylation	0.0386041
DNA methylation	0.880867
DNA methylation	0.823291
DNA methylation	0.120396
DNA methylation	0.159601
DNA methylation	0.844718
DNA methylation	0.777118
DNA methylation	0.830679
DNA methylation	0.919443
DNA methylation	0.0716602
DNA methylation	0.0388687
DNA methylation	0.138299
DNA methylation	0.0257573
DNA methylation	0.15899
DNA methylation	0.43678
DNA methylation	0.705093
DNA methylation	0.813799
DNA methylation	0.901084
DNA methylation	0.263791
DNA methylation	0.616672
DNA methylation	0.941749
DNA methylation	0.0627073
DNA methylation	0.758381
DNA methylation	0.926639
DNA methylation	0.836924
DNA methylation	0.840715
DNA methylation	0.0438151
DNA methylation	0.037694
DNA methylation	0.91616
DNA methylation	0.0451224
DNA methylation	0.656185
DNA methylation	0.0902313
DNA methylation	0.696154
DNA methylation	0.851991
DNA methylation	0.865926
DNA methylation	0.917812
DNA methylation	0.842852
DNA methylation	0.0632331
DNA methylation	0.120146
DNA methylation	0.888051
DNA methylation	0.11893
DNA methylation	0.112999
DNA methylation	0.034805
DNA methylation	0.726563
DNA methylation	0.188279
DNA methylation	0.0387741
DNA methylation	0.84780199999999994
DNA methylation	0.413021
DNA methylation	0.84014200000000006
DNA methylation	0.963257
DNA methylation	0.880192
DNA methylation	0.924275
DNA methylation	0.881481
DNA methylation	0.80772
DNA methylation	0.986268
DNA methylation	0.0597698
DNA methylation	0.821719
DNA methylation	0.104954
DNA methylation	0.122763
DNA methylation	0.904533
DNA methylation	0.073551
DNA methylation	0.0227027
DNA methylation	0.548623
DNA methylation	0.0634402
DNA methylation	0.490902
DNA methylation	0.339778
DNA methylation	0.838284
DNA methylation	0.275697
DNA methylation	0.532386
DNA methylation	0.736707
DNA methylation	0.921823
DNA methylation	0.721541
DNA methylation	0.63959
DNA methylation	0.107836
DNA methylation	0.805864
DNA methylation	0.059333
DNA methylation	0.0294946
DNA methylation	0.705847
DNA methylation	0.708765
DNA methylation	0.101366
DNA methylation	0.0218845
DNA methylation	0.0497542
DNA methylation	0.584225
DNA methylation	0.0383063
DNA methylation	0.580746
DNA methylation	0.689711
DNA methylation	0.369618
DNA methylation	0.808441
DNA methylation	0.0699098
DNA methylation	0.587395
DNA methylation	0.935598
DNA methylation	0.876121
DNA methylation	0.958633
DNA methylation	0.764893
DNA methylation	0.991422
DNA methylation	0.645539
DNA methylation	0.914565
DNA methylation	0.48936
DNA methylation	0.0265583
DNA methylation	0.707643
DNA methylation	0.766162
DNA methylation	0.688079
DNA methylation	0.855574
DNA methylation	0.887252
DNA methylation	0.792218
DNA methylation	0.0257719
DNA methylation	0.403261
DNA methylation	0.049195
DNA methylation	0.532361
DNA methylation	0.169432
DNA methylation	0.269399
DNA methylation	0.740933
DNA methylation	0.921025
DNA methylation	0.0510152
DNA methylation	0.0955424
DNA methylation	0.611402
DNA methylation	0.0384033
DNA methylation	0.394563
DNA methylation	0.0840923
DNA methylation	0.371215
DNA methylation	0.0262488
DNA methylation	0.932736
DNA methylation	0.818698
DNA methylation	0.0584005
DNA methylation	0.0867952
DNA methylation	0.210728
DNA methylation	0.746494
DNA methylation	0.0283229
DNA methylation	0.951617
DNA methylation	0.797358
DNA methylation	0.496736
DNA methylation	0.052237
DNA methylation	0.0157093
DNA methylation	0.463707
DNA methylation	0.823507
DNA methylation	0.0122919
DNA methylation	0.821174
DNA methylation	0.107236
DNA methylation	0.823216
DNA methylation	0.401891
DNA methylation	0.49152
DNA methylation	0.0508748
DNA methylation	0.0169855
DNA methylation	0.227504
DNA methylation	0.194604
DNA methylation	0.102689
DNA methylation	0.537394
DNA methylation	0.875914
DNA methylation	0.858493
DNA methylation	0.646955
DNA methylation	0.0721681
DNA methylation	0.668172
DNA methylation	0.0598974
DNA methylation	0.629037
DNA methylation	0.168753
DNA methylation	0.44427
DNA methylation	0.0639241
DNA methylation	0.816608
DNA methylation	0.0617884
DNA methylation	0.192473
DNA methylation	0.493696
DNA methylation	0.542771
DNA methylation	0.972694
DNA methylation	0.583576
DNA methylation	0.700056
DNA methylation	0.79924
DNA methylation	0.608294
DNA methylation	0.895674
DNA methylation	0.325215
DNA methylation	0.0532188
DNA methylation	0.715166
DNA methylation	0.969602
DNA methylation	0.334737
DNA methylation	0.923337
DNA methylation	0.988461
DNA methylation	0.0198846
DNA methylation	0.563646
DNA methylation	0.840627
DNA methylation	0.0174036
DNA methylation	0.28885
DNA methylation	0.0449837
DNA methylation	0.89538
DNA methylation	0.0557185
DNA methylation	0.889543
DNA methylation	0.321069
DNA methylation	0.664959
DNA methylation	0.037675
DNA methylation	0.698626
DNA methylation	0.309906
DNA methylation	0.0113376
DNA methylation	0.0945141
DNA methylation	0.726123
DNA methylation	0.0320405
DNA methylation	0.744421
DNA methylation	0.0545701
DNA methylation	0.645787
DNA methylation	0.0522247
DNA methylation	0.0307458
DNA methylation	0.0751857
DNA methylation	0.0350417
DNA methylation	0.586028
DNA methylation	0.0295623
DNA methylation	0.967146
DNA methylation	0.055667
DNA methylation	0.77491
DNA methylation	0.0810597
DNA methylation	0.940912
DNA methylation	0.991557
DNA methylation	0.861077
DNA methylation	0.392236
DNA methylation	0.704439
DNA methylation	0.1315
DNA methylation	0.563551
DNA methylation	0.0812516
DNA methylation	0.062788
DNA methylation	0.0872093
DNA methylation	0.651024
DNA methylation	0.852275
DNA methylation	0.104942
DNA methylation	0.53334
DNA methylation	0.800554
DNA methylation	0.350311
DNA methylation	0.942867
DNA methylation	0.919067
DNA methylation	0.410164
DNA methylation	0.444155
DNA methylation	0.127067
DNA methylation	0.773099
DNA methylation	0.449661
DNA methylation	0.281134
DNA methylation	0.0177349
DNA methylation	0.02486
DNA methylation	0.512159
DNA methylation	0.866458
DNA methylation	0.141207
DNA methylation	0.497963
DNA methylation	0.309049
DNA methylation	0.723122
DNA methylation	0.833069
DNA methylation	0.0361594
DNA methylation	0.865898
DNA methylation	0.0139994
DNA methylation	0.886177
DNA methylation	0.105801
DNA methylation	0.0154944
DNA methylation	0.0277533
DNA methylation	0.825569
DNA methylation	0.881626
DNA methylation	0.116876
DNA methylation	0.832857
DNA methylation	0.368884
DNA methylation	0.54075
DNA methylation	0.582628
DNA methylation	0.0904853
DNA methylation	0.778477
DNA methylation	0.816864
DNA methylation	0.660543
DNA methylation	0.548824
DNA methylation	0.167928
DNA methylation	0.160205
DNA methylation	0.541243
DNA methylation	0.859243
DNA methylation	0.356414
DNA methylation	0.295222
DNA methylation	0.499532
DNA methylation	0.731578
DNA methylation	0.0550843
DNA methylation	0.145184
DNA methylation	0.732438
DNA methylation	0.601199
DNA methylation	0.922777
DNA methylation	0.914474
DNA methylation	0.128072
DNA methylation	0.37657
DNA methylation	0.679988
DNA methylation	0.47417
DNA methylation	0.787233
DNA methylation	0.75632
DNA methylation	0.0106971
DNA methylation	0.0201627
DNA methylation	0.7299
DNA methylation	0.452103
DNA methylation	0.83095
DNA methylation	0.569784
DNA methylation	0.0515353
DNA methylation	0.407102
DNA methylation	0.435342
DNA methylation	0.844564
DNA methylation	0.199946
DNA methylation	0.72097
DNA methylation	0.188106
DNA methylation	0.79607000000000006
DNA methylation	0.653643
DNA methylation	0.425989
DNA methylation	0.948745
DNA methylation	0.92475
DNA methylation	0.0267855
DNA methylation	0.0170187
DNA methylation	0.411455
DNA methylation	0.379605
DNA methylation	0.680415
DNA methylation	0.590745
DNA methylation	0.455848
DNA methylation	0.111533
DNA methylation	0.266854
DNA methylation	0.910858
DNA methylation	0.188604
DNA methylation	0.215868
DNA methylation	0.968339
DNA methylation	0.523598
DNA methylation	0.0810287
DNA methylation	0.0192483
DNA methylation	0.0446305
DNA methylation	0.440969
DNA methylation	0.53412
DNA methylation	0.458671
DNA methylation	0.0338459
DNA methylation	0.71362
DNA methylation	0.0154128
DNA methylation	0.0205496
DNA methylation	0.35002
DNA methylation	0.977647
DNA methylation	0.173508
DNA methylation	0.895213
DNA methylation	0.581194
DNA methylation	0.859851
DNA methylation	0.50991
DNA methylation	0.122908
DNA methylation	0.2338
DNA methylation	0.247624
DNA methylation	0.910627
DNA methylation	0.0270789
DNA methylation	0.940171
DNA methylation	0.039947
DNA methylation	0.0594235
DNA methylation	0.0798738
DNA methylation	0.530239
DNA methylation	0.51114
DNA methylation	0.0598592
DNA methylation	0.174607
DNA methylation	0.0626112
DNA methylation	0.0412592
DNA methylation	0.777615
DNA methylation	0.0371959
DNA methylation	0.834256
DNA methylation	0.599062
DNA methylation	0.902632
DNA methylation	0.0596906
DNA methylation	0.0512671
DNA methylation	0.925863
DNA methylation	0.837787
DNA methylation	0.95283
DNA methylation	0.682775
DNA methylation	0.752687
DNA methylation	0.825185
DNA methylation	0.779615
DNA methylation	0.881532
DNA methylation	0.27378
DNA methylation	0.861088
DNA methylation	0.436384
DNA methylation	0.600469
DNA methylation	0.397493
DNA methylation	0.183634
DNA methylation	0.679817
DNA methylation	0.550046
DNA methylation	0.401718
DNA methylation	0.869408
DNA methylation	0.432732
DNA methylation	0.864143
DNA methylation	0.597302
DNA methylation	0.890722
DNA methylation	0.0639641
DNA methylation	0.0725251
DNA methylation	0.0195175
DNA methylation	0.0667332
DNA methylation	0.245947
DNA methylation	0.224961
DNA methylation	0.0722615
DNA methylation	0.235745
DNA methylation	0.727354
DNA methylation	0.6354
DNA methylation	0.287974
DNA methylation	0.0127933
DNA methylation	0.00748421
DNA methylation	0.0374854
DNA methylation	0.0772505
DNA methylation	0.0534572
DNA methylation	0.202318
DNA methylation	0.0141819
DNA methylation	0.833639
DNA methylation	0.824643
DNA methylation	0.94935
DNA methylation	0.410871
DNA methylation	0.828203
DNA methylation	0.385505
DNA methylation	0.0233126
DNA methylation	0.51474
DNA methylation	0.109598
DNA methylation	0.859409
DNA methylation	0.130102
DNA methylation	0.184016
DNA methylation	0.0434422
DNA methylation	0.548945
DNA methylation	0.785053
DNA methylation	0.0280114
DNA methylation	0.497874
DNA methylation	0.0163246
DNA methylation	0.437777
DNA methylation	0.207313
DNA methylation	0.656417
DNA methylation	0.640281
DNA methylation	0.0889294
DNA methylation	0.325147
DNA methylation	0.807454
DNA methylation	0.85204
DNA methylation	0.944754
DNA methylation	0.634845
DNA methylation	0.690941
DNA methylation	0.637012
DNA methylation	0.288948
DNA methylation	0.731695
DNA methylation	0.0276347
DNA methylation	0.850754
DNA methylation	0.651189
DNA methylation	0.730054
DNA methylation	0.0479335
DNA methylation	0.0177773
DNA methylation	0.486275
DNA methylation	0.070691
DNA methylation	0.421823
DNA methylation	0.79623
DNA methylation	0.654512
DNA methylation	0.819269
DNA methylation	0.0263072
DNA methylation	0.0876299
DNA methylation	0.0540802
DNA methylation	0.312242
DNA methylation	0.952239
DNA methylation	0.0132949
DNA methylation	0.950547
DNA methylation	0.192547
DNA methylation	0.0545717
DNA methylation	0.0808268
DNA methylation	0.502695
DNA methylation	0.0429236
DNA methylation	0.876344
DNA methylation	0.879742
DNA methylation	0.0965101
DNA methylation	0.857929
DNA methylation	0.168676
DNA methylation	0.0996486
DNA methylation	0.130962
DNA methylation	0.63093
DNA methylation	0.923674
DNA methylation	0.015703
DNA methylation	0.0643293
DNA methylation	0.523381
DNA methylation	0.515725
DNA methylation	0.895442
DNA methylation	0.538504
DNA methylation	0.901901
DNA methylation	0.68575
DNA methylation	0.686667
DNA methylation	0.181023
