layer	value
mRNA	3035.73
mRNA	461.341
mRNA	596.018
mRNA	3367.7
mRNA	1.6892
mRNA	536.454
mRNA	46.7626
mRNA	1926.95
mRNA	0
mRNA	183.846
mRNA	325.512
mRNA	545.502
mRNA	1102.12
mRNA	1.2849
mRNA	205.357
mRNA	2794.97
mRNA	612.046
mRNA	1222.99
mRNA	6540.25
mRNA	606.846
mRNA	677.475
mRNA	3368.12
mRNA	126.464
mRNA	0
mRNA	3279.45
mRNA	34.2577
mRNA	0.2774
mRNA	1637.93
mRNA	1146.13
mRNA	0.8425
mRNA	0.2726
mRNA	519.737
mRNA	3990.61
mRNA	5.5765
mRNA	8.1269
mRNA	176.672
mRNA	502.963
mRNA	10.44
mRNA	9048.38999999999
mRNA	1113.17
mRNA	5650.37
mRNA	4.0821
mRNA	1.1148
mRNA	84.1542
mRNA	2691.43
mRNA	1.4462
mRNA	304.344
mRNA	489.31
mRNA	1119.5
mRNA	497.352
mRNA	73.6222
mRNA	149.343
mRNA	300.402
mRNA	462.178
mRNA	4.0211
mRNA	1127.14
mRNA	0
mRNA	52.2143
mRNA	477.092
mRNA	257.527
mRNA	6914.65
mRNA	1197.2
mRNA	597.406
mRNA	264.829
mRNA	1.1694
mRNA	509.002
mRNA	238.493
mRNA	117.494
mRNA	325.807
mRNA	40.4229
mRNA	0.3235
mRNA	717.803
mRNA	1514.81
mRNA	355.774
mRNA	4.1537
mRNA	708.037
mRNA	23.9049
mRNA	827.052
mRNA	0
mRNA	199.067
mRNA	74.9728
mRNA	586.561
mRNA	0
mRNA	6.0628
mRNA	0
mRNA	17.3001
mRNA	0
mRNA	0
mRNA	660.974
mRNA	1.0583
mRNA	205.769
mRNA	1049.83
mRNA	423.38
mRNA	1.8461
mRNA	1.6639
mRNA	668.837
mRNA	0
mRNA	98.0313
mRNA	15.0103
mRNA	0
mRNA	23.8372
mRNA	529.778
mRNA	0
mRNA	407.847
mRNA	105.245
mRNA	2766.77
mRNA	2051.09
mRNA	112.288
mRNA	891.353999999999
mRNA	371.769
mRNA	3.9758
mRNA	5.0607
mRNA	53.1505
mRNA	8.4563
mRNA	0
mRNA	0
mRNA	162.827
mRNA	2641.22
mRNA	0
mRNA	9894.61
mRNA	51.6507
mRNA	64.2459
mRNA	314.448
mRNA	35.1339
mRNA	148.039
mRNA	5182.28
mRNA	326.408
mRNA	840.455
mRNA	1080.71
mRNA	25.0357
mRNA	1049.78
mRNA	35.5787
mRNA	304.087
mRNA	1805.58
mRNA	874.457
mRNA	600
mRNA	66.0238
mRNA	799.607
mRNA	1359.28
mRNA	1025.47
mRNA	39.5226
mRNA	468.644
mRNA	1.0417
mRNA	713.853
mRNA	0
mRNA	4.971
mRNA	0
mRNA	0
mRNA	0.9266
mRNA	14602.5
mRNA	3796.53
mRNA	1240.49
mRNA	226.131
mRNA	429.421
mRNA	33.1288
mRNA	1.4226
mRNA	174.799
mRNA	411.083
mRNA	746.61
mRNA	556.481
mRNA	0.6452
mRNA	475.983
mRNA	759.837
mRNA	333.188
mRNA	0
mRNA	3172.32
mRNA	16.6908
mRNA	0
mRNA	0
mRNA	1757.49
mRNA	0
mRNA	369.954
mRNA	1990
mRNA	38.7364
mRNA	187.113
mRNA	1567.93
mRNA	350.806
mRNA	0
mRNA	0
mRNA	2598.2
mRNA	3041.26
mRNA	3000
mRNA	1050.86
mRNA	0
mRNA	563.603
mRNA	851.234
mRNA	354.912
mRNA	418.491
mRNA	30.0056
mRNA	0
mRNA	820.195
mRNA	200.182
mRNA	5.1907
mRNA	0.2355
mRNA	20.6319
mRNA	340.867
mRNA	3.367
mRNA	832.218
mRNA	3531.43
mRNA	2759.27
mRNA	1.4476
mRNA	196.453
mRNA	0
mRNA	1970.93
mRNA	284.519
mRNA	3007.94
mRNA	1212.31
mRNA	13.3844
mRNA	27.4942
mRNA	1238.96
mRNA	2656.81
mRNA	283.563
mRNA	1656.88
mRNA	0
mRNA	4.8397
mRNA	922.272
mRNA	1551.52
mRNA	178.192
mRNA	1.3245
mRNA	5.5351
mRNA	179.01
mRNA	999.999999999999
mRNA	80.156
mRNA	62.7172
mRNA	0
mRNA	3086.69
mRNA	22.5518
mRNA	47.5463
mRNA	322.926
mRNA	462.27
mRNA	2713.56
mRNA	372.61
mRNA	0
mRNA	154.699
mRNA	1714.15
mRNA	2741.56
mRNA	1.3342
mRNA	1.5858
mRNA	811.494
mRNA	516.621
mRNA	217.355
mRNA	0
mRNA	400.449
mRNA	1864.21
mRNA	4.6802
mRNA	2009.13
mRNA	0
mRNA	0
mRNA	1394.87
mRNA	1584.53
mRNA	51.1711
mRNA	650.692
mRNA	3898.46
mRNA	342.949
mRNA	13.683
mRNA	1868.82
mRNA	3615.79
mRNA	1184.19
mRNA	170.041
mRNA	460.719
mRNA	113.386
mRNA	714.217
mRNA	1626.01
mRNA	11.5149
mRNA	0
mRNA	1630.18
mRNA	0.4371
mRNA	57.2614
mRNA	0
mRNA	534.606
mRNA	3748.35
mRNA	4.2783
mRNA	167.655
mRNA	557.412
mRNA	10.0308
mRNA	5.477
mRNA	792.949
mRNA	204.555
mRNA	6.5388
mRNA	337.332
mRNA	42.8847
mRNA	172.234
mRNA	0.6604
mRNA	40.0445
mRNA	7.0822
mRNA	0
mRNA	150.005
mRNA	4682.8
mRNA	0
mRNA	1.2438
mRNA	1607.88
mRNA	0
mRNA	1077.17
mRNA	1739.55
mRNA	0
mRNA	20.7515
mRNA	505.388
mRNA	14.0977
mRNA	0
mRNA	176.849
mRNA	2.3341
mRNA	0
mRNA	14.7059
mRNA	54.4591
mRNA	329.942
mRNA	0.4281
mRNA	316.305
mRNA	149.507
mRNA	96.048
mRNA	60.4658
mRNA	528.186
mRNA	2.7715
mRNA	288.015
mRNA	70383.3
mRNA	8493.06
mRNA	17.5738
mRNA	0
mRNA	0
mRNA	441.902
mRNA	6.4072
mRNA	0
mRNA	551.006
mRNA	3153.38
mRNA	3106.97
mRNA	1262.23
mRNA	1.8648
mRNA	0.5286
mRNA	23.3038
mRNA	436.726
mRNA	341.804
mRNA	375.48
mRNA	298.639
mRNA	583.896
mRNA	730.136000000001
mRNA	0.7131
mRNA	731.603
mRNA	23.2019
mRNA	263.813
mRNA	78.9474
mRNA	0.7042
mRNA	8.8072
mRNA	0
mRNA	945.143
mRNA	2671.68
mRNA	128.683
mRNA	1144
mRNA	146.285
mRNA	918.941
mRNA	4980.04
mRNA	3365.4
mRNA	897.126
mRNA	85.5646
mRNA	797.143
mRNA	0
mRNA	1269.36
mRNA	889.321
mRNA	0
mRNA	0
mRNA	305.296
mRNA	578.574
mRNA	125.847
mRNA	195.407
mRNA	327.309
mRNA	947.62
mRNA	1571.02
mRNA	22.2179
mRNA	83.9996
mRNA	516.159
mRNA	8042.4
mRNA	126.999
mRNA	1918.22
mRNA	0.2813
mRNA	0
mRNA	2181.31
mRNA	0
mRNA	727.446
mRNA	1348.88
mRNA	0
mRNA	101.963
mRNA	0.2895
mRNA	1086.95
mRNA	7.7421
mRNA	34.7001
mRNA	49.4429
mRNA	19.4136
mRNA	329.563
mRNA	0
mRNA	1228.92
mRNA	466.574
mRNA	505.292
mRNA	2.9489
mRNA	1.7089
mRNA	567.32
mRNA	9939.39999999999
mRNA	341.798
mRNA	12.7389
mRNA	39.0522
mRNA	115.327
mRNA	2165.76
mRNA	148.32
mRNA	1113.65
mRNA	0
mRNA	217.095
mRNA	687.932
mRNA	323.672
mRNA	6.5462
mRNA	158.235
mRNA	0
mRNA	0.3874
mRNA	82.1069
mRNA	149.575
mRNA	46.5461
mRNA	1009.13
mRNA	34.5158
mRNA	0.5953
mRNA	1.6647
mRNA	598.455
mRNA	57.3188
mRNA	7036.01
mRNA	1251.61
mRNA	127.631
mRNA	26.4725
mRNA	0.6309
mRNA	843.631
mRNA	13.5521
mRNA	0
mRNA	2.5652
mRNA	0
mRNA	7484.81
mRNA	665.895
mRNA	2.2816
mRNA	1245.13
mRNA	48.8557
mRNA	4148.39
mRNA	28.4872
mRNA	109.113
mRNA	1180.63
mRNA	74.1583
mRNA	9.159
mRNA	823.507
mRNA	921.611
mRNA	1365.6
mRNA	0
mRNA	0
mRNA	781.566
mRNA	15601.9
mRNA	429.125
mRNA	1.5464
mRNA	577.423
mRNA	414.834
mRNA	300.315
mRNA	1520.55
mRNA	583.721
mRNA	324.733
mRNA	510.988
mRNA	12.1479
mRNA	247.828
mRNA	0
mRNA	827.94
mRNA	1394.53
mRNA	1670.67
mRNA	424.173
mRNA	357.613
mRNA	11.3197
mRNA	919.327
mRNA	192.982
mRNA	1207.03
mRNA	326.437
mRNA	0.5709
mRNA	1.3239
mRNA	745.786999999999
mRNA	2713.88
mRNA	333.624
mRNA	2890.22
mRNA	1.1236
mRNA	1569.07
mRNA	788.038
mRNA	163.813
mRNA	0
mRNA	2850
mRNA	1230.85
mRNA	0
mRNA	6.157
mRNA	0
mRNA	329.182
mRNA	6.0297
mRNA	3304.11
mRNA	181.753
mRNA	1706.29
mRNA	0.8475
mRNA	2948.37
mRNA	5.1613
mRNA	1903.34
mRNA	471.284
mRNA	1053.73
mRNA	1382.03
mRNA	0
mRNA	41.3302
mRNA	33.8279
mRNA	14184.5
mRNA	348.102
mRNA	5111.64
mRNA	6848.58
mRNA	192.916
mRNA	0
mRNA	8.5934
mRNA	48.3072
mRNA	13921
mRNA	411.035
mRNA	217.774
mRNA	19.0736
mRNA	10.7369
mRNA	557.689
mRNA	286.009
mRNA	48.8771
mRNA	6916.97
mRNA	969.9
mRNA	0
mRNA	171.749
mRNA	163.981
mRNA	2131.57
mRNA	0
mRNA	1152.49
mRNA	380.739
mRNA	1177.96
mRNA	1786.6
mRNA	48.5207
mRNA	388.702
mRNA	394.42
mRNA	586.404
mRNA	448.684
mRNA	0.3491
mRNA	450.254
mRNA	1035.37
mRNA	427.033
mRNA	1169.49
mRNA	1406.43
mRNA	432.512
mRNA	22.9358
mRNA	1.6401
mRNA	2.4441
mRNA	80.7874
mRNA	7.9564
mRNA	201.496
mRNA	9361.03000000001
mRNA	603.098
mRNA	131.065
mRNA	182.668
mRNA	1687.03
mRNA	81.1176
mRNA	109.375
mRNA	110.209
mRNA	566.906
mRNA	403.836
mRNA	450.927
mRNA	138.092
mRNA	3996.67
mRNA	25.3893
mRNA	416.792
mRNA	91581.6000000001
mRNA	184.774
mRNA	339.077
mRNA	0.3803
mRNA	1004.85
mRNA	2645.76
mRNA	547.061
mRNA	463.666
mRNA	1165.45
mRNA	1.857
mRNA	8810.74000000001
mRNA	271.442
mRNA	7.5188
mRNA	22.1119
mRNA	1089.69
mRNA	1694.01
mRNA	147.651
mRNA	1616.54
mRNA	177.302
mRNA	3572.96
mRNA	2036.96
mRNA	1262.38
mRNA	14900.1
mRNA	68.5567
mRNA	1973.69
mRNA	149.185
mRNA	278.768
mRNA	3728.74
mRNA	10.9109
mRNA	0
mRNA	1247.13
mRNA	485.36
mRNA	565.352
mRNA	2329.98
mRNA	570.595
mRNA	32.7974
mRNA	5.1177
mRNA	1463.17
mRNA	540.255
mRNA	18.1273
mRNA	70.8391
mRNA	4.9505
mRNA	2854.33
mRNA	553.407
mRNA	57.2372
mRNA	105.019
mRNA	0
mRNA	674.219
mRNA	466.457
mRNA	3095.84
mRNA	0
mRNA	15.1221
mRNA	159.526
mRNA	402.671
mRNA	223.718
mRNA	87.6397
mRNA	168.018
mRNA	1895.43
mRNA	11.2623
mRNA	703.796
mRNA	638.224
mRNA	66.9223
mRNA	0
mRNA	70.8705
mRNA	559.805
mRNA	4.0328
mRNA	101.544
mRNA	817.353999999999
mRNA	3.0259
mRNA	230.998
mRNA	93.2401
mRNA	733.008
mRNA	0
mRNA	7.8038
mRNA	1199.23
mRNA	918.515
mRNA	92.3213
mRNA	7.0324
mRNA	21.2766
mRNA	839.712
mRNA	502.95
mRNA	484.157
mRNA	1110.22
mRNA	206.509
mRNA	140.057
mRNA	5532.39
mRNA	573.915
mRNA	939.721000000001
mRNA	1243.15
mRNA	1109.98
mRNA	2784.61
mRNA	3.4855
mRNA	1478.98
mRNA	1282.89
mRNA	1815.01
mRNA	61.8697
mRNA	0
mRNA	30.6762
mRNA	3901.34
mRNA	115.04
mRNA	125.269
mRNA	46.9597
mRNA	1207.18
mRNA	102.925
mRNA	195.359
mRNA	0.6196
mRNA	1508.56
mRNA	1025.92
mRNA	4.6667
mRNA	3.6887
mRNA	10.4
mRNA	2764.58
mRNA	137.197
mRNA	605.58
mRNA	66.9257
mRNA	275.585
mRNA	0
mRNA	1.4925
mRNA	1571.53
mRNA	5421.2
mRNA	84.5377
mRNA	1123.81
mRNA	1930.8
mRNA	2923.11
mRNA	0
mRNA	54.5444
mRNA	676.296
mRNA	0
mRNA	304.374
mRNA	1268.66
mRNA	537.002
mRNA	4337.29
mRNA	722.942
mRNA	27.162
mRNA	0
mRNA	42.3348
mRNA	134.404
mRNA	0.7812
mRNA	3.0829
mRNA	765.632
mRNA	133.66
mRNA	3274.18
mRNA	39.2057
mRNA	1.6543
mRNA	704.093
mRNA	157.069
mRNA	1417.89
mRNA	556.024
mRNA	77.4059
mRNA	0
mRNA	4475.99
mRNA	5022.85
mRNA	0
mRNA	182.284
mRNA	61.7717
mRNA	47.2763
mRNA	197.872
mRNA	688.813
mRNA	1034.43
mRNA	0.2949
mRNA	248.142
mRNA	234.219
mRNA	92.871
mRNA	1526.62
mRNA	877.111
mRNA	55.9486
mRNA	803.604
mRNA	1430.3
mRNA	0
mRNA	326.034
mRNA	3.227
mRNA	882.035
mRNA	326.142
mRNA	69.2901
mRNA	0
mRNA	0
mRNA	0
mRNA	17.1245
mRNA	58.1255
mRNA	0
mRNA	34.6041
mRNA	0
mRNA	584.644
mRNA	0.8772
mRNA	120.4
mRNA	3243.68
mRNA	126.569
mRNA	29.1577
mRNA	14.652
mRNA	1855.49
mRNA	316.377
mRNA	0
mRNA	0.4695
mRNA	1.4449
mRNA	167.119
mRNA	113.383
mRNA	323.408
mRNA	92.876
mRNA	2829.22
mRNA	2482.5
mRNA	209.404
mRNA	83.6114
mRNA	47.2295
mRNA	14.7164
mRNA	498.674
mRNA	411.58
mRNA	2394.01
mRNA	0
mRNA	0
mRNA	26.6848
mRNA	1321.63
mRNA	1.8108
mRNA	56.5093
mRNA	392.405
mRNA	57.7471
mRNA	8584.93
mRNA	0
mRNA	2.5124
mRNA	3101.24
mRNA	64.1099
mRNA	0
mRNA	10.5721
mRNA	0.9259
mRNA	0.8
mRNA	33.7487
mRNA	500.474
mRNA	496.479
mRNA	177.566
mRNA	0.5275
mRNA	495.416
mRNA	2325.24
mRNA	0
mRNA	155.789
mRNA	402.942
mRNA	1.199
mRNA	135.698
mRNA	388.337
mRNA	702.766
mRNA	175.07
mRNA	379.805
mRNA	111.246
mRNA	893.258
mRNA	1.7999
mRNA	239.381
mRNA	538.061
mRNA	678.314
mRNA	0
mRNA	202.853
mRNA	979.642
mRNA	2286.85
mRNA	8.4893
mRNA	20.0071
mRNA	0
mRNA	11.8094
mRNA	482.611
mRNA	7.8305
mRNA	22.7836
mRNA	1036.35
mRNA	0
mRNA	85.5926
mRNA	845.942
mRNA	1591.87
mRNA	0.4833
mRNA	0
mRNA	6.181
mRNA	119.874
mRNA	1118.67
mRNA	0
mRNA	290.496
mRNA	308.763
mRNA	148.49
mRNA	217.507
mRNA	1524.56
mRNA	54.9513
mRNA	758.801
mRNA	1784.44
mRNA	1.6849
mRNA	354.033
mRNA	0
mRNA	15300
mRNA	418.499
mRNA	708.97
mRNA	118.486
mRNA	403.553
mRNA	10.0632
mRNA	197.487
mRNA	91.4767
mRNA	2.5572
mRNA	1001.86
mRNA	2.0243
mRNA	574.937
mRNA	2981.7
mRNA	0
mRNA	45.5779
mRNA	9.3934
mRNA	908.591
mRNA	0
mRNA	296.027
mRNA	488.889
mRNA	0
mRNA	0
mRNA	132.203
mRNA	615.614
mRNA	580.478
mRNA	0
mRNA	371.347
mRNA	0
mRNA	73.2488
mRNA	18.0744
mRNA	3.6612
mRNA	2315.73
mRNA	62.464
mRNA	233.051
mRNA	2549.61
mRNA	151.965
mRNA	8.5541
mRNA	6.6471
mRNA	2086.29
mRNA	420.074
mRNA	10.9603
mRNA	286.598
mRNA	0
mRNA	795.05
mRNA	13.0938
mRNA	53.406
mRNA	0
mRNA	3976.01
mRNA	6.9445
mRNA	62.6927
mRNA	2095.75
mRNA	230.803
mRNA	25576.1
mRNA	1709.85
mRNA	493.037
mRNA	60.1354
mRNA	413.567
mRNA	611.48
mRNA	693.59
mRNA	3507.26
mRNA	3.5453
mRNA	23.7003
mRNA	1330.05
mRNA	38.6512
mRNA	3691.22
mRNA	968.146
mRNA	3486
mRNA	3.4788
mRNA	17651.9
mRNA	2.3022
mRNA	423.225
mRNA	72.6694
mRNA	84.1289
mRNA	806.686
mRNA	1516.41
mRNA	1.5725
mRNA	621.968
mRNA	1702.75
mRNA	0
mRNA	1569.8
mRNA	88.5292
mRNA	17.6256
mRNA	384.674
mRNA	0.7356
mRNA	3.9728
mRNA	353.756
mRNA	0
mRNA	1828.3
mRNA	7440.21
mRNA	60.1656
mRNA	83.4061
mRNA	1.2382
mRNA	223.689
mRNA	1372.43
mRNA	5989.45
mRNA	1.6615
mRNA	0
mRNA	2.2491
mRNA	2880.66
mRNA	6.9045
mRNA	0
mRNA	48.3619
mRNA	0
mRNA	5.2872
mRNA	937.242
mRNA	843.415
mRNA	1882.43
mRNA	19008.1
mRNA	0.6388
mRNA	53.5088
mRNA	2
mRNA	0
mRNA	245.712
mRNA	0
mRNA	2892.42
mRNA	20.1031
mRNA	3884.7
mRNA	10.2331
mRNA	783.203
mRNA	0
mRNA	908.535000000001
mRNA	221.457
mRNA	937.21
mRNA	67.1846
mRNA	30.6171
mRNA	271.191
mRNA	3489.41
mRNA	34.0595
mRNA	4788.99
mRNA	228.194
mRNA	0
mRNA	2478.08
mRNA	1581.06
mRNA	0
mRNA	294.745
mRNA	380.567
mRNA	18.9732
mRNA	1.2151
mRNA	47.9505
mRNA	745.933
mRNA	617.714
mRNA	1717.18
mRNA	181.161
mRNA	0
mRNA	1468.41
mRNA	676.256
mRNA	7431.89
mRNA	215.316
mRNA	379.34
mRNA	421.377
mRNA	1.2229
mRNA	82.4012
mRNA	0
mRNA	6.7797
mRNA	10.0394
mRNA	42.3515
mRNA	196.916
mRNA	1114.69
mRNA	242.146
mRNA	3975.84
mRNA	1444.1
mRNA	560.204
mRNA	236.458
mRNA	0
mRNA	4299.43
mRNA	45.3809
mRNA	0.4794
mRNA	0
mRNA	397.336
mRNA	0.261
mRNA	19.9895
mRNA	0.3091
mRNA	10.3524
mRNA	996.595
mRNA	0
mRNA	451.272
mRNA	198.359
mRNA	858.044
mRNA	0.3012
mRNA	2205.86
mRNA	51.0605
mRNA	883.265
mRNA	2.001
mRNA	1256.39
mRNA	3628.59
mRNA	19.8706
mRNA	1085.6
mRNA	1.677
mRNA	19.7287
mRNA	984.528
mRNA	26691.8
mRNA	2081.14
mRNA	707.96
mRNA	7.1189
mRNA	802.036
mRNA	734.898
mRNA	894.727
mRNA	24.3786
mRNA	33082.6
mRNA	3434.18
mRNA	114.654
mRNA	18.393
mRNA	1.8437
mRNA	4421.19
mRNA	97.1061
mRNA	432.328
mRNA	100.671
mRNA	0
mRNA	0
mRNA	251.726
mRNA	0
mRNA	1342.81
mRNA	586.649
mRNA	2.3312
mRNA	0
mRNA	50.6978
mRNA	3806.12
mRNA	0
mRNA	462.924
mRNA	155.801
mRNA	795.807
mRNA	31.224
mRNA	122.138
mRNA	1437.19
mRNA	0.4855
mRNA	1692.96
mRNA	3.3164
mRNA	613.51
mRNA	1998.15
mRNA	0
mRNA	88.4456
mRNA	2094.95
mRNA	0
mRNA	442.625
mRNA	0
mRNA	0
mRNA	161.413
mRNA	75.5778
mRNA	330.787
mRNA	43.6278
mRNA	558.321
mRNA	162.518
mRNA	866.793
mRNA	22.1737
mRNA	2835.02
mRNA	676.668
mRNA	22.5179
mRNA	4.7866
mRNA	320.004
mRNA	449.57
mRNA	1658.28
mRNA	478.564
mRNA	0
mRNA	0.3614
mRNA	19.0381
mRNA	159.103
mRNA	236.127
mRNA	0
mRNA	1158.35
mRNA	0
mRNA	1371.24
mRNA	4.0324
mRNA	220.323
mRNA	0.3123
mRNA	1664.17
mRNA	15.0512
mRNA	1.3051
mRNA	0
mRNA	0
mRNA	967.89
mRNA	248.192
mRNA	31.2152
mRNA	1817.32
mRNA	30.2632
mRNA	0
mRNA	38.8676
mRNA	0
mRNA	3.0421
mRNA	0
mRNA	0
mRNA	467.851
mRNA	248.529
mRNA	69.8433
mRNA	510.186
mRNA	0
mRNA	1599.86
mRNA	1760.73
mRNA	613.24
mRNA	25.7812
mRNA	370.025
mRNA	160.082
mRNA	1152.18
mRNA	3326.38
mRNA	32.5336
mRNA	0
mRNA	0.6241
mRNA	0
mRNA	444.023
mRNA	0.3423
mRNA	48.2575
mRNA	2.2748
mRNA	16.752
mRNA	519.074
mRNA	0
mRNA	704.194
mRNA	1602.64
mRNA	3.8005
mRNA	865.992
mRNA	27.4818
mRNA	553.35
mRNA	816.92
mRNA	485.301
mRNA	0
mRNA	2586.69
mRNA	244.328
mRNA	2.5097
mRNA	0
mRNA	5280.8
mRNA	1036.32
mRNA	220.823
mRNA	2290.41
mRNA	14917
mRNA	1899.01
mRNA	908.078
mRNA	261.817
mRNA	6951.7
mRNA	0.4361
mRNA	1.3278
mRNA	1660.37
mRNA	2268.38
mRNA	7.4689
mRNA	431.918
mRNA	3.6328
mRNA	402.671
mRNA	488.639
mRNA	507.498
mRNA	2193.35
mRNA	0
mRNA	2276.33
mRNA	860.778
mRNA	1240.94
mRNA	6614.05
mRNA	276.874
mRNA	0
mRNA	77.6434
mRNA	1105.93
mRNA	17.6245
mRNA	881.715
mRNA	1358.37
mRNA	773.715
mRNA	1151.72
mRNA	1.8732
mRNA	128.731
mRNA	5051.45
mRNA	492.705
mRNA	0
mRNA	280.942
mRNA	1153.13
mRNA	573.684
mRNA	887.023
mRNA	240.614
mRNA	254.492
mRNA	90.0214
mRNA	17.9633
mRNA	1532.94
mRNA	1278.75
mRNA	144.217
mRNA	0.5701
mRNA	275.815
mRNA	1327.1
mRNA	27.76
mRNA	1819.48
mRNA	3084.09
mRNA	0
mRNA	596.654
mRNA	264.371
mRNA	71.906
mRNA	0
mRNA	0
mRNA	217.71
mRNA	3257.13
mRNA	10285.7
mRNA	1566.95
mRNA	1.091
mRNA	142.857
mRNA	230.602
mRNA	7592.99
mRNA	14.6067
mRNA	0
mRNA	0
mRNA	0
mRNA	0.4411
mRNA	3467.78
mRNA	442.697
mRNA	1869.14
mRNA	23.209
mRNA	1007.84
mRNA	0
mRNA	2.9468
mRNA	0
mRNA	1176.01
mRNA	5172.06
mRNA	324.642
mRNA	572.462
mRNA	0
mRNA	160.342
mRNA	294.944
mRNA	37.4291
mRNA	0
mRNA	334.591
mRNA	2.5716
mRNA	6.6225
mRNA	1178.89
mRNA	35.0882
mRNA	110.183
mRNA	36.9051
mRNA	214.117
mRNA	168.413
mRNA	366.566
mRNA	0
mRNA	10.3907
mRNA	3.1985
mRNA	1.0152
mRNA	0.7072
mRNA	3.238
mRNA	373.778
mRNA	1128.83
mRNA	32.23
mRNA	0
mRNA	8.3628
mRNA	330.435
mRNA	340.654
mRNA	737.898
mRNA	3717.52
mRNA	1.3078
mRNA	4.695
mRNA	330.812
mRNA	26.6848
mRNA	75.4205
mRNA	6971
mRNA	652.483
mRNA	0
mRNA	1058.32
mRNA	1111.14
mRNA	5941.15
mRNA	234.4
mRNA	82.5612
mRNA	307.375
mRNA	0
mRNA	0
mRNA	1492.1
mRNA	348.526
mRNA	747.437
mRNA	2192.68
mRNA	355.685
mRNA	471.442
mRNA	351.231
mRNA	2756.73
mRNA	20.0803
mRNA	415.922
mRNA	2237.96
mRNA	3334.06
mRNA	25495.7
mRNA	1831.58
mRNA	2836.78
mRNA	2.0946
mRNA	197.087
mRNA	2.4108
mRNA	181.112
mRNA	6.9022
mRNA	656.906
mRNA	1200.82
mRNA	0
mRNA	8.8615
mRNA	459.966
mRNA	0
mRNA	496.579
mRNA	93.574700000000007
mRNA	0.417
mRNA	59.0433
mRNA	262.942
mRNA	0
mRNA	347.887
mRNA	0.5325
mRNA	164.557
mRNA	0
mRNA	1.8175
mRNA	993.118
mRNA	2168.75
mRNA	0
mRNA	0
mRNA	201.777
mRNA	1673.34
mRNA	19.6205
mRNA	13.931
mRNA	15.3933
mRNA	14.9978
mRNA	403.825
mRNA	0
mRNA	338.241
mRNA	722.646
mRNA	0.8878
mRNA	10522.8
mRNA	951.484
mRNA	66.3966
mRNA	8.7031
mRNA	16.5133
mRNA	28.0536
mRNA	0
mRNA	49.0798
mRNA	41.1523
mRNA	1034.48
mRNA	821.945000000001
mRNA	1.6611
mRNA	4.8105
mRNA	12.8083
mRNA	1209.62
mRNA	1.7925
mRNA	1616.91
mRNA	8.2237
mRNA	13855.4
mRNA	0
mRNA	0.4266
mRNA	17.4331
mRNA	0.4047
mRNA	2311.97
mRNA	3.572
mRNA	209.952
mRNA	1452.89
mRNA	309.502
mRNA	0
mRNA	455.906
mRNA	3.9909
mRNA	4084.46
mRNA	705.525
mRNA	657.377
mRNA	190.214
mRNA	441.485
mRNA	25.1083
mRNA	25.5139
mRNA	0
mRNA	255.091
mRNA	7.6511
mRNA	0
mRNA	11.0132
mRNA	981.132
mRNA	0
mRNA	0
mRNA	0
mRNA	141.628
mRNA	17.7234
mRNA	1631.89
mRNA	0
mRNA	8.4507
mRNA	0
mRNA	304.858
mRNA	3.0706
mRNA	48.3799
mRNA	184.356
mRNA	78.0174
mRNA	2642.28
mRNA	3108.58
mRNA	1194.02
mRNA	1927.33
mRNA	5073.93
mRNA	0
mRNA	0
mRNA	61647.8
mRNA	13670.8
mRNA	395.138
mRNA	19.8569
mRNA	0
mRNA	101.546
mRNA	361.607
mRNA	63.0517
mRNA	34.7876
mRNA	477.344
mRNA	557.429
mRNA	0
mRNA	1750.37
mRNA	5.9531
mRNA	4.344
mRNA	1941.67
mRNA	221.893
mRNA	625.554
mRNA	181.818
mRNA	0
mRNA	0
mRNA	1482.07
mRNA	2.0009
mRNA	907.459
mRNA	0
mRNA	8.3213
mRNA	1096.48
mRNA	1564.12
mRNA	1776.54
mRNA	0
mRNA	77.1539
mRNA	1436.76
mRNA	936.174
mRNA	1133.04
mRNA	2901.29
mRNA	10.2373
mRNA	1.6955
mRNA	0.3423
mRNA	0
mRNA	901.502
mRNA	0
mRNA	2731.99
mRNA	122.699
mRNA	195.841
mRNA	1518.05
mRNA	369.966
mRNA	14042.2
mRNA	1951.44
mRNA	579.493
mRNA	2.2859
mRNA	0
mRNA	28.5549
mRNA	316.242
mRNA	1455.02
mRNA	852.465
mRNA	3.125
mRNA	723.521
mRNA	1182.05
mRNA	318.348
mRNA	716.688
mRNA	297.115
mRNA	1093.74
mRNA	736.896
mRNA	1415.41
mRNA	1.3333
mRNA	80.814
mRNA	861.5
mRNA	238.951
mRNA	12.9797
mRNA	175.644
mRNA	26.7303
mRNA	0
mRNA	981.009999999999
mRNA	1.2748
mRNA	3104.34
mRNA	3636.93
mRNA	113.738
mRNA	136.826
mRNA	399.007
mRNA	6.1019
mRNA	673.528
mRNA	4.9801
mRNA	0
mRNA	298.463
mRNA	2599.28
mRNA	281.567
mRNA	0.4129
mRNA	956.11
mRNA	0
mRNA	27.6356
mRNA	313.582
mRNA	189.257
mRNA	12.0787
mRNA	4764.01
mRNA	1300.47
mRNA	793.087
mRNA	2403.11
mRNA	1129.69
mRNA	1900.03
mRNA	1961.09
mRNA	1572.96
mRNA	356.75
mRNA	1.143
mRNA	589.105
mRNA	258.729
mRNA	541.713
